filename,size,rseries
07180809_1600_F0004,192.365MiB,R68
07180809_1600_F0005,192.401MiB,R68
07180809_1600_F0006,190.640MiB,R68
07180809_1600_F0007,188.690MiB,R68
07180809_1600_F0008,188.637MiB,R68
07180809_1600_F0009,188.465MiB,R68
07180809_1600_F0010,154.645MiB,R68
07180809_1610_F0001,47.325MiB,R68
07180809_1610_F0002,190.786MiB,R68
07180809_1610_F0003,193.258MiB,R68
07180809_1610_F0004,189.136MiB,R68
07180809_1610_F0005,185.145MiB,R68
07180809_1610_F0006,190.384MiB,R68
07180809_1610_F0007,187.324MiB,R68
07180809_1610_F0008,189.297MiB,R68
07180809_1610_F0009,191.374MiB,R68
07180809_1610_F0010,150.769MiB,R68
07180809_1620_F0001,48.600MiB,R68
07180809_1620_F0002,196.454MiB,R68
07180809_1620_F0003,192.655MiB,R68
07180809_1620_F0004,192.255MiB,R68
07180809_1620_F0005,190.253MiB,R68
07180809_1620_F0006,185.075MiB,R68
07180809_1620_F0007,188.687MiB,R68
07180809_1620_F0008,192.022MiB,R68
07180809_1620_F0009,188.564MiB,R68
07180809_1620_F0010,146.278MiB,R68
07180809_1630_F0001,47.854MiB,R68
07180809_1630_F0002,193.566MiB,R68
07180809_1630_F0003,193.865MiB,R68
07180809_1630_F0004,191.974MiB,R68
07180809_1630_F0005,192.504MiB,R68
07180809_1630_F0006,188.109MiB,R68
07180809_1630_F0007,189.593MiB,R68
07180809_1630_F0008,183.048MiB,R68
07180809_1630_F0009,186.465MiB,R68
07180809_1630_F0010,150.395MiB,R68
07180809_1640_F0001,48.151MiB,R68
07180809_1640_F0002,193.448MiB,R68
07180809_1640_F0003,186.995MiB,R68
07180809_1640_F0004,185.287MiB,R68
07180809_1640_F0005,189.478MiB,R68
07180809_1640_F0006,186.812MiB,R68
07180809_1640_F0007,190.509MiB,R68
07180809_1640_F0008,202.296MiB,R68
07180809_1640_F0009,200.082MiB,R68
07180809_1640_F0010,162.437MiB,R68
07180809_1650_F0001,48.127MiB,R68
07180809_1650_F0002,202.693MiB,R68
07180809_1650_F0003,203.137MiB,R68
07180809_1650_F0004,197.142MiB,R68
07180809_1650_F0005,198.030MiB,R68
07180809_1650_F0006,196.809MiB,R68
07180809_1650_F0007,196.707MiB,R68
07180809_1650_F0008,196.709MiB,R68
07180809_1650_F0009,195.832MiB,R68
07180809_1650_F0010,170.018MiB,R68
07180809_1700_F0001,48.271MiB,R68
07180809_1700_F0002,205.139MiB,R68
07180809_1700_F0003,201.384MiB,R68
07180809_1700_F0004,198.335MiB,R68
07180809_1700_F0005,200.358MiB,R68
07180809_1700_F0006,196.403MiB,R68
07180809_1700_F0007,197.757MiB,R68
07180809_1700_F0008,196.684MiB,R68
07180809_1700_F0009,198.453MiB,R68
07180809_1700_F0010,167.356MiB,R68
07180809_1710_F0001,47.675MiB,R68
07180809_1710_F0002,204.152MiB,R68
07180809_1710_F0003,205.230MiB,R68
07180809_1710_F0004,199.545MiB,R68
07180809_1710_F0005,199.974MiB,R68
07180809_1710_F0006,199.685MiB,R68
07180809_1710_F0007,201.308MiB,R68
07180809_1710_F0008,196.908MiB,R68
07180809_1710_F0009,195.609MiB,R68
07180809_1710_F0010,154.570MiB,R68
07180809_1720_F0001,48.904MiB,R68
07180809_1720_F0002,206.437MiB,R68
07180809_1720_F0003,204.345MiB,R68
07180809_1720_F0004,194.929MiB,R68
07180809_1720_F0005,198.935MiB,R68
07180809_1720_F0006,206.949MiB,R68
07180809_1720_F0007,199.613MiB,R68
07180809_1720_F0008,196.596MiB,R68
07180809_1720_F0009,197.996MiB,R68
07180809_1720_F0010,156.658MiB,R68
07180809_1731_F0001,47.360MiB,R68
07180809_1731_F0002,205.450MiB,R68
07180809_1731_F0003,204.362MiB,R68
07180809_1731_F0004,202.112MiB,R68
07180809_1731_F0005,200.485MiB,R68
07180809_1731_F0006,200.222MiB,R68
07180809_1731_F0007,200.576MiB,R68
07180809_1731_F0008,201.836MiB,R68
07180809_1731_F0009,199.249MiB,R68
07180809_1731_F0010,153.998MiB,R68
07180809_1741_F0001,49.321MiB,R68
07180809_1741_F0002,204.029MiB,R68
07180809_1741_F0003,200.502MiB,R68
07180809_1741_F0004,201.355MiB,R68
07180809_1741_F0005,198.114MiB,R68
07180809_1741_F0006,202.229MiB,R68
07180809_1741_F0007,202.622MiB,R68
07180809_1741_F0008,198.266MiB,R68
07180809_1741_F0009,199.967MiB,R68
07180809_1741_F0010,157.955MiB,R68
07180809_1830_F0001,49.571MiB,R68
07180809_1830_F0002,204.268MiB,R68
07180809_1830_F0003,202.083MiB,R68
07180809_1830_F0004,197.583MiB,R68
07180809_1830_F0005,195.571MiB,R68
07180809_1830_F0006,201.933MiB,R68
07180809_1830_F0007,196.456MiB,R68
07180809_1830_F0008,200.514MiB,R68
07180809_1830_F0009,198.634MiB,R68
07180809_1830_F0010,160.546MiB,R68
07180809_1840_F0001,48.405MiB,R68
07180809_1840_F0002,202.374MiB,R68
07180809_1840_F0003,203.701MiB,R68
07180809_1840_F0004,198.467MiB,R68
07180809_1840_F0005,200.148MiB,R68
07180809_1840_F0006,200.537MiB,R68
07180809_1840_F0007,195.879MiB,R68
07180809_1840_F0008,201.810MiB,R68
07180809_1840_F0009,199.599MiB,R68
07180809_1840_F0010,158.459MiB,R68
07180809_1850_F0001,47.433MiB,R68
07180809_1850_F0002,202.798MiB,R68
07180809_1850_F0003,203.055MiB,R68
07180809_1850_F0004,201.094MiB,R68
07180809_1850_F0005,199.101MiB,R68
07180809_1850_F0006,199.868MiB,R68
07180809_1850_F0007,201.949MiB,R68
07180809_1850_F0008,199.051MiB,R68
07180809_1850_F0009,202.185MiB,R68
07180809_1850_F0010,156.928MiB,R68
07180809_1900_F0001,46.612MiB,R68
07180809_1900_F0002,205.215MiB,R68
07180809_1900_F0003,204.842MiB,R68
07180809_1900_F0004,197.133MiB,R68
07180809_1900_F0005,194.282MiB,R68
07180809_1900_F0006,203.171MiB,R68
07180809_1900_F0007,200.581MiB,R68
07180809_1900_F0008,201.005MiB,R68
07180809_1900_F0009,200.253MiB,R68
07180809_1900_F0010,158.988MiB,R68
07180809_1910_F0001,48.209MiB,R68
07180809_1910_F0002,201.682MiB,R68
07180809_1910_F0003,201.943MiB,R68
07180809_1910_F0004,197.513MiB,R68
07180809_1910_F0005,200.934MiB,R68
07180809_1910_F0006,199.402MiB,R68
07180809_1910_F0007,200.569MiB,R68
07180809_1910_F0008,201.504MiB,R68
07180809_1910_F0009,201.357MiB,R68
07180809_1910_F0010,160.224MiB,R68
07180809_1920_F0001,46.237MiB,R68
07180809_1920_F0002,203.720MiB,R68
07180809_1920_F0003,204.109MiB,R68
07180809_1920_F0004,199.589MiB,R68
07180809_1920_F0005,200.595MiB,R68
07180809_1920_F0006,201.762MiB,R68
07180809_1920_F0007,195.757MiB,R68
07180809_1920_F0008,197.877MiB,R68
07180809_1920_F0009,194.752MiB,R68
07180809_1920_F0010,148.865MiB,R68
07180809_1930_F0001,49.708MiB,R68
07180809_1930_F0002,205.632MiB,R68
07180809_1930_F0003,202.076MiB,R68
07180809_1930_F0004,195.615MiB,R68
07180809_1930_F0005,198.289MiB,R68
07180809_1930_F0006,200.431MiB,R68
07180809_1930_F0007,198.686MiB,R68
07180809_1930_F0008,196.419MiB,R68
07180809_1930_F0009,196.805MiB,R68
07180809_1930_F0010,149.035MiB,R68
07180809_1941_F0001,51.334MiB,R68
07180809_1941_F0002,204.340MiB,R68
07180809_1941_F0003,202.939MiB,R68
07180809_1941_F0004,201.246MiB,R68
07180809_1941_F0005,201.641MiB,R68
07180809_1941_F0006,199.884MiB,R68
07180809_1941_F0007,198.248MiB,R68
07180809_1941_F0008,197.516MiB,R68
07180809_1941_F0009,200.819MiB,R68
07180809_1941_F0010,157.887MiB,R68
07180809_1951_F0001,48.692MiB,R68
07180809_1951_F0002,206.189MiB,R68
07180809_1951_F0003,202.995MiB,R68
07180809_1951_F0004,201.618MiB,R68
07180809_1951_F0005,195.438MiB,R68
07180809_1951_F0006,197.413MiB,R68
07180809_1951_F0007,199.952MiB,R68
07180809_1951_F0008,198.098MiB,R68
07180809_1951_F0009,198.946MiB,R68
07180809_1951_F0010,168.343MiB,R68
07180809_2001_F0001,53.325MiB,R68
07180809_2001_F0002,205.890MiB,R68
07180809_2001_F0003,204.371MiB,R68
07180809_2001_F0004,200.967MiB,R68
07180809_2001_F0005,199.151MiB,R68
07180809_2001_F0006,201.386MiB,R68
07180809_2001_F0007,198.873MiB,R68
07180809_2001_F0008,203.069MiB,R68
07180809_2001_F0009,201.293MiB,R68
07180809_2001_F0010,149.085MiB,R68
07180809_2011_F0001,51.508MiB,R68
07180809_2011_F0002,203.440MiB,R68
07180809_2011_F0003,204.801MiB,R68
07180809_2011_F0004,200.241MiB,R68
07180809_2011_F0005,198.561MiB,R68
07180809_2011_F0006,195.109MiB,R68
07180809_2011_F0007,199.927MiB,R68
07180809_2011_F0008,199.018MiB,R68
07180809_2011_F0009,195.287MiB,R68
07180809_2011_F0010,161.624MiB,R68
07180809_2021_F0001,47.737MiB,R68
07180809_2021_F0002,206.873MiB,R68
07180809_2021_F0003,203.616MiB,R68
07180809_2021_F0004,201.162MiB,R68
07180809_2021_F0005,199.242MiB,R68
07180809_2021_F0006,198.811MiB,R68
07180809_2021_F0007,201.054MiB,R68
07180809_2021_F0008,200.972MiB,R68
07180809_2021_F0009,195.401MiB,R68
07180809_2021_F0010,161.023MiB,R68
07180809_2110_F0001,50.024MiB,R68
07180809_2110_F0002,204.752MiB,R68
07180809_2110_F0003,201.107MiB,R68
07180809_2110_F0004,197.457MiB,R68
07180809_2110_F0005,198.908MiB,R68
07180809_2110_F0006,197.978MiB,R68
07180809_2110_F0007,201.893MiB,R68
07180809_2110_F0008,199.010MiB,R68
07180809_2110_F0009,201.331MiB,R68
07180809_2110_F0010,156.923MiB,R68
07180809_2120_F0001,49.754MiB,R68
07180809_2120_F0002,205.259MiB,R68
07180809_2120_F0003,202.539MiB,R68
07180809_2120_F0004,201.400MiB,R68
07180809_2120_F0005,199.593MiB,R68
07180809_2120_F0006,201.576MiB,R68
07180809_2120_F0007,198.174MiB,R68
07180809_2120_F0008,194.766MiB,R68
07180809_2120_F0009,198.351MiB,R68
07180809_2120_F0010,160.273MiB,R68
07180809_2130_F0001,49.100MiB,R68
07180809_2130_F0002,204.337MiB,R68
07180809_2130_F0003,204.928MiB,R68
07180809_2130_F0004,197.983MiB,R68
07180809_2130_F0005,196.783MiB,R68
07180809_2130_F0006,199.469MiB,R68
07180809_2130_F0007,198.119MiB,R68
07180809_2130_F0008,198.877MiB,R68
07180809_2130_F0009,199.509MiB,R68
07180809_2130_F0010,158.835MiB,R68
07180809_2141_F0001,51.284MiB,R68
07180809_2141_F0002,205.087MiB,R68
07180809_2141_F0003,202.578MiB,R68
07180809_2141_F0004,200.750MiB,R68
07180809_2141_F0005,199.866MiB,R68
07180809_2141_F0006,200.944MiB,R68
07180809_2141_F0007,201.936MiB,R68
07180809_2141_F0008,200.987MiB,R68
07180809_2141_F0009,198.790MiB,R68
07180809_2141_F0010,153.454MiB,R68
07180809_2151_F0001,50.334MiB,R68
07180809_2151_F0002,205.189MiB,R68
07180809_2151_F0003,201.061MiB,R68
07180809_2151_F0004,199.158MiB,R68
07180809_2151_F0005,201.160MiB,R68
07180809_2151_F0006,201.670MiB,R68
07180809_2151_F0007,200.703MiB,R68
07180809_2151_F0008,198.045MiB,R68
07180809_2151_F0009,200.889MiB,R68
07180809_2151_F0010,160.629MiB,R68
07180809_2201_F0001,50.313MiB,R68
07180809_2201_F0002,204.765MiB,R68
07180809_2201_F0003,199.351MiB,R68
07180809_2201_F0004,202.313MiB,R68
07180809_2201_F0005,196.412MiB,R68
07180809_2201_F0006,194.196MiB,R68
07180809_2201_F0007,193.432MiB,R68
07180809_2201_F0008,197.308MiB,R68
07180809_2201_F0009,199.844MiB,R68
07180809_2201_F0010,166.121MiB,R68
07180809_2211_F0001,51.872MiB,R68
07180809_2211_F0002,202.827MiB,R68
07180809_2211_F0003,201.078MiB,R68
07180809_2211_F0004,201.095MiB,R68
07180809_2211_F0005,201.163MiB,R68
07180809_2211_F0006,199.484MiB,R68
07180809_2211_F0007,202.444MiB,R68
07180809_2211_F0008,200.475MiB,R68
07180809_2211_F0009,201.997MiB,R68
07180809_2211_F0010,155.954MiB,R68
07180809_2221_F0001,50.112MiB,R68
07180809_2221_F0002,205.334MiB,R68
07180809_2221_F0003,203.248MiB,R68
07180809_2221_F0004,192.938MiB,R68
07180809_2221_F0005,196.928MiB,R68
07180809_2221_F0006,201.517MiB,R68
07180809_2221_F0007,197.355MiB,R68
07180809_2221_F0008,197.692MiB,R68
07180809_2221_F0009,199.095MiB,R68
07180809_2221_F0010,162.537MiB,R68
07180809_2231_F0001,49.342MiB,R68
07180809_2231_F0002,205.786MiB,R68
07180809_2231_F0003,201.226MiB,R68
07180809_2231_F0004,195.491MiB,R68
07180809_2231_F0005,201.127MiB,R68
07180809_2231_F0006,199.369MiB,R68
07180809_2231_F0007,201.126MiB,R68
07180809_2231_F0008,200.038MiB,R68
07180809_2231_F0009,198.114MiB,R68
07180809_2231_F0010,161.027MiB,R68
07180809_2241_F0001,50.095MiB,R68
07180809_2241_F0002,205.934MiB,R68
07180809_2241_F0003,203.967MiB,R68
07180809_2241_F0004,198.456MiB,R68
07180809_2241_F0005,201.029MiB,R68
07180809_2241_F0006,200.490MiB,R68
07180809_2241_F0007,202.117MiB,R68
07180809_2241_F0008,199.640MiB,R68
07180809_2241_F0009,198.793MiB,R68
07180809_2241_F0010,156.018MiB,R68
07180809_2251_F0001,49.915MiB,R68
07180809_2251_F0002,203.951MiB,R68
07180809_2251_F0003,200.964MiB,R68
07180809_2251_F0004,199.109MiB,R68
07180809_2251_F0005,201.268MiB,R68
07180809_2251_F0006,199.222MiB,R68
07180809_2251_F0007,202.507MiB,R68
07180809_2251_F0008,200.039MiB,R68
07180809_2251_F0009,198.032MiB,R68
07180809_2251_F0010,165.691MiB,R68
07180809_2301_F0001,49.761MiB,R68
07180809_2301_F0002,206.034MiB,R68
07180809_2301_F0003,202.910MiB,R68
07180809_2301_F0004,202.304MiB,R68
07180809_2301_F0005,200.313MiB,R68
07180809_2301_F0006,196.973MiB,R68
07180809_2301_F0007,201.044MiB,R68
07180809_2301_F0008,202.976MiB,R68
07180809_2301_F0009,199.830MiB,R68
07180809_2301_F0010,156.269MiB,R68
07180809_2351_F0001,50.649MiB,R68
07180809_2351_F0002,204.707MiB,R68
07180809_2351_F0003,204.003MiB,R68
07180809_2351_F0004,203.420MiB,R68
07180809_2351_F0005,200.828MiB,R68
07180809_2351_F0006,201.220MiB,R68
07180809_2351_F0007,200.416MiB,R68
07180809_2351_F0008,200.350MiB,R68
07180809_2351_F0009,201.346MiB,R68
07180809_2351_F0010,143.559MiB,R68
07180810_0001_F0001,50.001MiB,R68
07180810_0001_F0002,199.892MiB,R68
07180810_0001_F0003,195.385MiB,R68
07180810_0001_F0004,193.244MiB,R68
07180810_0001_F0005,196.333MiB,R68
07180810_0001_F0006,195.710MiB,R68
07180810_0001_F0007,197.153MiB,R68
07180810_0001_F0008,193.574MiB,R68
07180810_0001_F0009,196.318MiB,R68
07180810_0001_F0010,156.608MiB,R68
07180810_0011_F0001,47.882MiB,R68
07180810_0011_F0002,201.570MiB,R68
07180810_0011_F0003,201.321MiB,R68
07180810_0011_F0004,200.743MiB,R68
07180810_0011_F0005,195.499MiB,R68
07180810_0011_F0006,200.705MiB,R68
07180810_0011_F0007,197.712MiB,R68
07180810_0011_F0008,198.740MiB,R68
07180810_0011_F0009,199.273MiB,R68
07180810_0011_F0010,166.665MiB,R68
07180810_0021_F0001,49.888MiB,R68
07180810_0021_F0002,202.549MiB,R68
07180810_0021_F0003,205.578MiB,R68
07180810_0021_F0004,200.785MiB,R68
07180810_0021_F0005,200.776MiB,R68
07180810_0021_F0006,202.144MiB,R68
07180810_0021_F0007,197.405MiB,R68
07180810_0021_F0008,199.601MiB,R68
07180810_0021_F0009,197.881MiB,R68
07180810_0021_F0010,154.709MiB,R68
07180810_0031_F0001,48.163MiB,R68
07180810_0031_F0002,207.796MiB,R68
07180810_0031_F0003,204.508MiB,R68
07180810_0031_F0004,198.569MiB,R68
07180810_0031_F0005,199.625MiB,R68
07180810_0031_F0006,195.315MiB,R68
07180810_0031_F0007,202.764MiB,R68
07180810_0031_F0008,200.045MiB,R68
07180810_0031_F0009,202.135MiB,R68
07180810_0031_F0010,160.645MiB,R68
07180810_0041_F0001,55.220MiB,R68
07180810_0041_F0002,204.690MiB,R68
07180810_0041_F0003,204.412MiB,R68
07180810_0041_F0004,200.515MiB,R68
07180810_0041_F0005,200.455MiB,R68
07180810_0041_F0006,202.122MiB,R68
07180810_0041_F0007,199.768MiB,R68
07180810_0041_F0008,198.417MiB,R68
07180810_0041_F0009,198.480MiB,R68
07180810_0041_F0010,158.405MiB,R68
07180810_0051_F0001,48.045MiB,R68
07180810_0051_F0002,206.872MiB,R68
07180810_0051_F0003,204.034MiB,R68
07180810_0051_F0004,197.585MiB,R68
07180810_0051_F0005,198.596MiB,R68
07180810_0051_F0006,199.285MiB,R68
07180810_0051_F0007,201.445MiB,R68
07180810_0051_F0008,202.394MiB,R68
07180810_0051_F0009,199.353MiB,R68
07180810_0051_F0010,161.003MiB,R68
07180810_0102_F0001,47.897MiB,R68
07180810_0102_F0002,207.389MiB,R68
07180810_0102_F0003,201.334MiB,R68
07180810_0102_F0004,196.537MiB,R68
07180810_0102_F0005,200.993MiB,R68
07180810_0102_F0006,198.525MiB,R68
07180810_0102_F0007,197.370MiB,R68
07180810_0102_F0008,200.267MiB,R68
07180810_0102_F0009,198.574MiB,R68
07180810_0102_F0010,167.302MiB,R68
07180810_0112_F0001,47.298MiB,R68
07180810_0112_F0002,207.063MiB,R68
07180810_0112_F0003,204.561MiB,R68
07180810_0112_F0004,200.998MiB,R68
07180810_0112_F0005,199.965MiB,R68
07180810_0112_F0006,198.702MiB,R68
07180810_0112_F0007,199.228MiB,R68
07180810_0112_F0008,199.475MiB,R68
07180810_0112_F0009,200.825MiB,R68
07180810_0112_F0010,162.539MiB,R68
07180810_0122_F0001,49.264MiB,R68
07180810_0122_F0002,206.113MiB,R68
07180810_0122_F0003,201.268MiB,R68
07180810_0122_F0004,201.519MiB,R68
07180810_0122_F0005,199.718MiB,R68
07180810_0122_F0006,202.565MiB,R68
07180810_0122_F0007,199.413MiB,R68
07180810_0122_F0008,197.330MiB,R68
07180810_0122_F0009,197.929MiB,R68
07180810_0122_F0010,167.492MiB,R68
07180810_0132_F0001,49.987MiB,R68
07180810_0132_F0002,204.877MiB,R68
07180810_0132_F0003,204.362MiB,R68
07180810_0132_F0004,203.726MiB,R68
07180810_0132_F0005,202.280MiB,R68
07180810_0132_F0006,200.443MiB,R68
07180810_0132_F0007,200.930MiB,R68
07180810_0132_F0008,198.536MiB,R68
07180810_0132_F0009,200.078MiB,R68
07180810_0132_F0010,154.686MiB,R68
07180810_0142_F0001,53.320MiB,R68
07180810_0142_F0002,206.476MiB,R68
07180810_0142_F0003,204.324MiB,R68
07180810_0142_F0004,197.194MiB,R68
07180810_0142_F0005,201.859MiB,R68
07180810_0142_F0006,199.716MiB,R68
07180810_0142_F0007,199.995MiB,R68
07180810_0142_F0008,199.539MiB,R68
07180810_0142_F0009,201.445MiB,R68
07180810_0142_F0010,155.474MiB,R68
07180810_0231_F0001,46.740MiB,R68
07180810_0231_F0002,204.186MiB,R68
07180810_0231_F0003,199.945MiB,R68
07180810_0231_F0004,199.887MiB,R68
07180810_0231_F0005,201.865MiB,R68
07180810_0231_F0006,200.704MiB,R68
07180810_0231_F0007,200.867MiB,R68
07180810_0231_F0008,200.559MiB,R68
07180810_0231_F0009,198.639MiB,R68
07180810_0231_F0010,158.259MiB,R68
07180810_0241_F0001,48.483MiB,R68
07180810_0241_F0002,205.199MiB,R68
07180810_0241_F0003,203.927MiB,R68
07180810_0241_F0004,200.307MiB,R68
07180810_0241_F0005,200.406MiB,R68
07180810_0241_F0006,200.901MiB,R68
07180810_0241_F0007,201.994MiB,R68
07180810_0241_F0008,199.505MiB,R68
07180810_0241_F0009,202.787MiB,R68
07180810_0241_F0010,147.574MiB,R68
07180810_0251_F0001,49.554MiB,R68
07180810_0251_F0002,204.165MiB,R68
07180810_0251_F0003,205.436MiB,R68
07180810_0251_F0004,201.932MiB,R68
07180810_0251_F0005,198.332MiB,R68
07180810_0251_F0006,197.938MiB,R68
07180810_0251_F0007,197.590MiB,R68
07180810_0251_F0008,203.881MiB,R68
07180810_0251_F0009,199.385MiB,R68
07180810_0251_F0010,157.860MiB,R68
07180810_0301_F0001,50.090MiB,R68
07180810_0301_F0002,204.486MiB,R68
07180810_0301_F0003,205.154MiB,R68
07180810_0301_F0004,198.973MiB,R68
07180810_0301_F0005,206.267MiB,R68
07180810_0301_F0006,198.395MiB,R68
07180810_0301_F0007,201.872MiB,R68
07180810_0301_F0008,200.712MiB,R68
07180810_0301_F0009,201.211MiB,R68
07180810_0301_F0010,147.852MiB,R68
07180810_0312_F0001,47.515MiB,R68
07180810_0312_F0002,203.443MiB,R68
07180810_0312_F0003,198.696MiB,R68
07180810_0312_F0004,195.445MiB,R68
07180810_0312_F0005,193.582MiB,R68
07180810_0312_F0006,196.172MiB,R68
07180810_0312_F0007,192.279MiB,R68
07180810_0312_F0008,196.435MiB,R68
07180810_0312_F0009,193.165MiB,R68
07180810_0312_F0010,152.714MiB,R68
07180810_0322_F0001,49.657MiB,R68
07180810_0322_F0002,200.272MiB,R68
07180810_0322_F0003,200.577MiB,R68
07180810_0322_F0004,199.396MiB,R68
07180810_0322_F0005,197.588MiB,R68
07180810_0322_F0006,200.093MiB,R68
07180810_0322_F0007,201.009MiB,R68
07180810_0322_F0008,198.502MiB,R68
07180810_0322_F0009,198.104MiB,R68
07180810_0322_F0010,162.795MiB,R68
07180810_0332_F0001,50.032MiB,R68
07180810_0332_F0002,206.399MiB,R68
07180810_0332_F0003,204.071MiB,R68
07180810_0332_F0004,200.001MiB,R68
07180810_0332_F0005,201.436MiB,R68
07180810_0332_F0006,198.180MiB,R68
07180810_0332_F0007,202.208MiB,R68
07180810_0332_F0008,197.331MiB,R68
07180810_0332_F0009,197.565MiB,R68
07180810_0332_F0010,164.409MiB,R68
07180810_0342_F0001,51.514MiB,R68
07180810_0342_F0002,203.397MiB,R68
07180810_0342_F0003,202.563MiB,R68
07180810_0342_F0004,199.842MiB,R68
07180810_0342_F0005,202.401MiB,R68
07180810_0342_F0006,201.501MiB,R68
07180810_0342_F0007,198.343MiB,R68
07180810_0342_F0008,198.197MiB,R68
07180810_0342_F0009,197.910MiB,R68
07180810_0342_F0010,162.595MiB,R68
07180810_0352_F0001,48.762MiB,R68
07180810_0352_F0002,206.523MiB,R68
07180810_0352_F0003,203.822MiB,R68
07180810_0352_F0004,200.493MiB,R68
07180810_0352_F0005,200.971MiB,R68
07180810_0352_F0006,198.027MiB,R68
07180810_0352_F0007,201.703MiB,R68
07180810_0352_F0008,196.918MiB,R68
07180810_0352_F0009,200.269MiB,R68
07180810_0352_F0010,158.215MiB,R68
07180810_0402_F0001,47.995MiB,R68
07180810_0402_F0002,207.070MiB,R68
07180810_0402_F0003,204.296MiB,R68
07180810_0402_F0004,199.418MiB,R68
07180810_0402_F0005,198.167MiB,R68
07180810_0402_F0006,197.769MiB,R68
07180810_0402_F0007,201.747MiB,R68
07180810_0402_F0008,199.769MiB,R68
07180810_0402_F0009,198.529MiB,R68
07180810_0402_F0010,159.901MiB,R68
07180810_0412_F0001,49.953MiB,R68
07180810_0412_F0002,206.770MiB,R68
07180810_0412_F0003,205.119MiB,R68
07180810_0412_F0004,201.049MiB,R68
07180810_0412_F0005,199.933MiB,R68
07180810_0412_F0006,202.043MiB,R68
07180810_0412_F0007,198.376MiB,R68
07180810_0412_F0008,200.548MiB,R68
07180810_0412_F0009,201.599MiB,R68
07180810_0412_F0010,154.245MiB,R68
07180810_0422_F0001,53.130MiB,R68
07180810_0422_F0002,206.228MiB,R68
07180810_0422_F0003,202.994MiB,R68
07180810_0422_F0004,200.854MiB,R68
07180810_0422_F0005,202.191MiB,R68
07180810_0422_F0006,200.953MiB,R68
07180810_0422_F0007,202.407MiB,R68
07180810_0422_F0008,200.795MiB,R68
07180810_0422_F0009,200.032MiB,R68
07180810_0422_F0010,155.943MiB,R68
07180810_1505_F0001,51.123MiB,R68
07180810_1505_F0002,203.660MiB,R68
07180810_1505_F0003,203.552MiB,R68
07180810_1505_F0004,197.674MiB,R68
07180810_1505_F0005,199.336MiB,R68
07180810_1505_F0006,198.245MiB,R68
07180810_1505_F0007,196.418MiB,R68
07180810_1505_F0008,197.946MiB,R68
07180810_1505_F0009,198.638MiB,R68
07180810_1505_F0010,151.889MiB,R68
07180810_1515_F0001,49.325MiB,R68
07180810_1515_F0002,200.987MiB,R68
07180810_1515_F0003,200.302MiB,R68
07180810_1515_F0004,196.164MiB,R68
07180810_1515_F0005,199.411MiB,R68
07180810_1515_F0006,197.518MiB,R68
07180810_1515_F0007,199.507MiB,R68
07180810_1515_F0008,197.699MiB,R68
07180810_1515_F0009,200.547MiB,R68
07180810_1515_F0010,156.750MiB,R68
07180810_1525_F0001,54.611MiB,R68
07180810_1525_F0002,203.973MiB,R68
07180810_1525_F0003,198.330MiB,R68
07180810_1525_F0004,196.047MiB,R68
07180810_1525_F0005,198.186MiB,R68
07180810_1525_F0006,200.215MiB,R68
07180810_1525_F0007,199.952MiB,R68
07180810_1525_F0008,199.900MiB,R68
07180810_1525_F0009,199.505MiB,R68
07180810_1525_F0010,150.820MiB,R68
07180810_1535_F0001,49.647MiB,R68
07180810_1535_F0002,208.565MiB,R68
07180810_1535_F0003,199.465MiB,R68
07180810_1535_F0004,191.717MiB,R68
07180810_1535_F0005,197.840MiB,R68
07180810_1535_F0006,183.707MiB,R68
07180810_1535_F0007,191.134MiB,R68
07180810_1535_F0008,184.867MiB,R68
07180810_1535_F0009,187.856MiB,R68
